MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude,YrMo_Sold,Age_by_Sale,Remod_Age,Total_Bath,Total_Liv_Area,Total_Flr_SF,Total_Porch_SF,Has_Second_Flr,Has_Bsmt,Has_Garage,Has_MasVnr,Has_Low_Qual_Fin,Has_Wood_Deck,Has_Porch,Has_Pool
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,15387,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Good,1967,1967,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,603.0,BLQ,294,723,1620,GasA,Excellent,Y,SBrkr,1620,0,0,1620,0,0,2,0,4,1,Good,8,Typ,1,Good,Attchd,Unf,2,578,Typical,Typical,Paved,0,62,192,0,0,0,No_Pool,No_Fence,Shed,450,8,2008,WD ,Normal,215000,-93.631779,42.046399,2008-08-01,41,41,2.0,2517.0,3240,254,0,1,1,0,0,0,1,0
Duplex_All_Styles_and_Ages,Residential_Low_Density,75,9750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,RRAn,Norm,Duplex,One_Story,Average,Above_Average,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,0.0,Unf,0,1625,1625,GasA,Excellent,Y,SBrkr,1625,0,0,1625,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Detchd,Unf,2,484,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2008,ConLD,Normal,140500,-93.6324549,42.042943,2008-08-01,43,43,2.0,1625.0,3250,0,0,1,1,0,0,0,0,0
Two_Story_1946_and_Newer,Residential_Low_Density,90,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,956.0,Rec,182,384,1522,GasA,Typical,Y,SBrkr,1548,1066,0,2614,0,0,2,1,4,1,Typical,9,Typ,1,Typical,Attchd,RFn,2,624,Typical,Typical,Paved,38,243,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,240000,-93.631245,42.04378,2008-06-01,34,11,2.5,3752.0,4136,243,1,1,1,0,0,1,1,0
Two_Story_1946_and_Newer,Residential_Low_Density,73,8814,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Feedr,Norm,OneFam,Two_Story,Average,Above_Average,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,LwQ,732.0,Unf,0,0,732,GasA,Excellent,Y,SBrkr,732,732,0,1464,0,0,1,1,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,Unf,2,470,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,141000,-93.6264356,42.0458538,2008-06-01,40,40,1.5,2196.0,2196,40,1,1,1,0,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,72,8872,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Very_Good,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300,Typical,Typical,CBlock,Typical,Typical,No,ALQ,595.0,Unf,0,317,912,GasA,Excellent,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,Good,5,Typ,0,No_Fireplace,Detchd,Unf,2,576,Typical,Typical,Paved,0,240,0,0,0,0,No_Pool,No_Fence,None,0,12,2008,WD ,Normal,147000,-93.6261431,42.0471033,2008-12-01,43,0,2.0,1507.0,1824,240,0,1,1,1,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,8125,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1965,2005,Hip,CompShg,HdBoard,HdBoard,None,0,Good,Typical,CBlock,Typical,Typical,No,ALQ,260.0,Rec,456,196,912,GasA,Excellent,Y,SBrkr,925,0,0,925,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,2,576,Typical,Typical,Paved,233,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,135000,-93.624762,42.046584,2008-07-01,43,3,2.0,1641.0,1837,0,0,1,1,0,0,1,0,0
Duplex_All_Styles_and_Ages,Residential_Low_Density,72,11072,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Average,Average,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,0.0,Unf,0,1728,1728,GasA,Typical,Y,SBrkr,1728,0,0,1728,0,0,2,0,6,2,Typical,10,Typ,0,No_Fireplace,Detchd,Unf,2,576,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,WD ,Normal,145000,-93.62462,42.047541,2008-11-01,43,43,2.0,1728.0,3456,0,0,1,1,0,0,0,0,0
Duplex_All_Styles_and_Ages,Residential_Low_Density,74,13101,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Average,Average,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108,Typical,Typical,CBlock,Typical,Typical,No,LwQ,231.0,Unf,0,1497,1728,GasA,Typical,Y,SBrkr,1728,0,0,1728,0,0,2,0,6,2,Typical,10,Typ,0,No_Fireplace,Detchd,Unf,2,576,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,WD ,Normal,142600,-93.624632,42.048185,2008-11-01,43,43,2.0,1959.0,3456,0,0,1,1,1,0,0,0,0
Duplex_All_Styles_and_Ages,Residential_Low_Density,87,9246,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Feedr,Norm,Duplex,One_Story,Average,Average,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564,Typical,Typical,CBlock,Typical,Typical,No,Unf,0.0,Unf,0,1656,1656,GasA,Typical,Y,SBrkr,1656,0,0,1656,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Detchd,Unf,2,506,Typical,Typical,Paved,0,211,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,WD ,Normal,135000,-93.6304229,42.04535509999999,2008-11-01,35,35,2.0,1656.0,3312,211,0,1,1,1,0,0,1,0
Two_Story_1946_and_Newer,Residential_Low_Density,0,13355,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Above_Average,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Good,Good,No,ALQ,583.0,Unf,0,242,825,GasA,Typical,Y,SBrkr,845,825,0,1670,0,0,1,1,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,Fin,2,464,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,170000,-93.629079,42.044262,2008-05-01,37,37,1.5,2253.0,2495,0,1,1,1,0,0,0,0,0
Two_Story_1946_and_Newer,Residential_Low_Density,0,8963,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Very_Good,Excellent,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289,Excellent,Good,CBlock,Typical,Good,No,GLQ,575.0,ALQ,80,487,1142,GasA,Excellent,Y,SBrkr,1175,1540,0,2715,0,1,3,1,4,1,Good,11,Typ,2,Typical,BuiltIn,Fin,2,831,Typical,Typical,Paved,0,204,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,299800,-93.630152,42.044058,2008-07-01,32,12,4.0,3370.0,3857,204,1,1,1,1,0,0,1,0
Two_Story_1946_and_Newer,Residential_Low_Density,76,9120,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Above_Average,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270,Good,Typical,CBlock,Typical,Typical,No,ALQ,442.0,Unf,0,459,901,GasA,Typical,Y,SBrkr,943,933,0,1876,0,0,2,1,4,1,Good,8,Typ,1,Typical,Attchd,RFn,2,540,Good,Typical,Paved,0,69,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,185000,-93.630732,42.044851,2008-07-01,34,34,2.5,2318.0,2777,69,1,1,1,1,0,0,1,0
Two_Story_1946_and_Newer,Residential_Low_Density,0,9130,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Feedr,Norm,OneFam,Two_Story,Above_Average,Very_Good,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252,Typical,Typical,CBlock,Typical,Typical,No,GLQ,400.0,Rec,64,336,800,GasA,Good,Y,SBrkr,800,832,0,1632,0,1,1,1,4,1,Good,7,Typ,0,No_Fireplace,Attchd,Unf,2,484,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,173000,-93.625925,42.043142,2008-07-01,42,8,2.0,2096.0,2432,40,1,1,1,1,0,0,1,0
Split_Foyer,Residential_Low_Density,0,12122,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,SFoyer,Good,Excellent,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210,Excellent,Typical,CBlock,Typical,Typical,Av,ALQ,867.0,Unf,0,77,944,GasA,Good,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,Excellent,6,Typ,0,No_Fireplace,Attchd,RFn,2,588,Typical,Typical,Paved,144,76,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,178400,-93.624499,42.043845,2008-07-01,47,1,2.0,1866.0,1943,76,0,1,1,1,0,1,1,0
Two_Story_1946_and_Newer,Residential_Low_Density,0,9900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Feedr,Norm,OneFam,Two_Story,Good,Average,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,342,Typical,Typical,CBlock,Typical,Typical,No,BLQ,552.0,Unf,0,280,832,GasA,Good,Y,SBrkr,1098,880,0,1978,0,0,2,1,4,1,Typical,9,Typ,1,Good,Attchd,RFn,2,486,Typical,Typical,Paved,0,43,0,0,0,0,No_Pool,Good_Privacy,None,0,4,2008,WD ,Normal,176000,-93.625799,42.044101,2008-04-01,40,40,2.5,2530.0,2810,43,1,1,1,1,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,7785,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,0.0,No_Basement,0,0,0,GasA,Typical,Y,SBrkr,1014,0,0,1014,0,0,1,0,2,1,Typical,6,Typ,0,No_Fireplace,Attchd,RFn,1,267,Typical,Typical,Paved,0,0,40,0,200,0,No_Pool,Good_Wood,None,0,3,2008,WD ,Normal,98000,-93.621336,42.042398,2008-03-01,52,52,1.0,1014.0,1014,240,0,0,1,0,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,77,8593,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,288.0,Unf,0,619,907,GasA,Excellent,Y,SBrkr,907,0,0,907,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,1,352,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,109008,-93.622673,42.044773,2008-07-01,51,51,1.0,1195.0,1814,0,0,1,1,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8475,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Good,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,228.0,Unf,0,724,952,GasA,Excellent,Y,FuseA,952,0,0,952,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,Unf,1,283,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,135750,-93.622662,42.044773,2008-04-01,52,52,1.0,1180.0,1904,0,0,1,1,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,8700,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148,Typical,Good,CBlock,Typical,Typical,Mn,ALQ,776.0,Unf,0,344,1120,GasA,Good,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,RFn,2,525,Typical,Typical,Paved,192,20,123,0,0,0,No_Pool,Minimum_Privacy,None,0,12,2008,WD ,Normal,155000,-93.629259,42.041229,2008-12-01,45,45,3.0,1904.0,2248,143,0,1,1,1,0,1,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,100,10175,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272,Typical,Typical,CBlock,Typical,Typical,No,BLQ,490.0,Unf,0,935,1425,GasA,Good,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,Typical,7,Typ,1,Good,Attchd,RFn,2,576,Typical,Typical,Paved,0,0,0,407,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,180500,-93.629555,42.04066,2008-07-01,44,44,2.0,1915.0,2850,407,0,1,1,1,0,0,1,0
Split_or_Multilevel,Residential_Low_Density,82,9020,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Good,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183,Typical,Typical,CBlock,Typical,Typical,Gd,Rec,312.0,ALQ,539,276,1127,GasA,Typical,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,RFn,2,490,Good,Good,Paved,0,129,0,0,0,0,No_Pool,Good_Privacy,None,0,5,2008,WD ,Normal,174900,-93.6277409,42.039235,2008-05-01,42,42,2.5,2016.0,2292,129,0,1,1,1,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,892.0,Unf,0,244,1136,GasA,Typical,Y,SBrkr,1136,0,0,1136,1,0,1,0,3,1,Typical,5,Typ,1,Good,Attchd,RFn,1,384,Typical,Typical,Paved,426,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,140000,-93.629884,42.040112,2008-07-01,43,43,2.0,2028.0,2272,0,0,1,1,0,0,1,0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,8250,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Good,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260,Typical,Typical,CBlock,Good,Typical,No,Rec,787.0,Unf,0,305,1092,GasA,Excellent,Y,SBrkr,1092,0,0,1092,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,RFn,2,504,Typical,Good,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2008,WD ,Normal,145000,-93.6277098,42.0417754,2008-07-01,44,44,2.0,1879.0,2184,0,0,1,1,1,0,0,0,0
Split_or_Multilevel,Residential_Low_Density,85,9350,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Average,Very_Good,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0,Typical,Good,PConc,Typical,Typical,Gd,ALQ,633.0,Unf,0,586,1219,GasA,Good,Y,SBrkr,1265,0,0,1265,0,1,2,0,3,1,Good,6,Typ,1,Good,Attchd,RFn,2,502,Typical,Typical,Paved,0,92,0,96,0,0,No_Pool,Minimum_Privacy,None,0,10,2008,WD ,Normal,179900,-93.6267969,42.0417764,2008-10-01,43,9,2.5,1898.0,2484,188,0,1,1,0,0,0,1,0
Split_or_Multilevel,Residential_Low_Density,82,9020,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Feedr,Norm,OneFam,SLvl,Above_Average,Average,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259,Typical,Typical,CBlock,Typical,Typical,Gd,GLQ,624.0,Rec,336,288,1248,GasA,Typical,Y,SBrkr,1350,0,0,1350,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,RFn,2,520,Typical,Typical,Paved,176,0,0,0,0,0,No_Pool,Good_Privacy,None,0,6,2008,WD ,Normal,168500,-93.626171,42.041811,2008-06-01,44,44,2.5,2310.0,2598,0,0,1,1,1,0,1,0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,9900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1961,1961,Gable,CompShg,Plywood,Plywood,None,0,Typical,Good,CBlock,Typical,Typical,No,Unf,0.0,Unf,0,1114,1114,GasA,Typical,Y,SBrkr,1114,0,0,1114,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,RFn,2,451,Typical,Typical,Paved,0,0,0,0,164,0,No_Pool,No_Fence,None,0,5,2008,COD,Abnorml,140000,-93.626762,42.038323,2008-05-01,47,47,2.0,1114.0,2228,164,0,1,1,0,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,72,10007,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54,Good,Typical,CBlock,Typical,Typical,No,ALQ,806.0,Unf,0,247,1053,GasA,Excellent,Y,SBrkr,1053,0,0,1053,1,0,1,1,3,1,Good,5,Typ,0,No_Fireplace,Attchd,RFn,1,312,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2008,WD ,Normal,145500,-93.623267,42.04102,2008-08-01,49,2,2.5,1859.0,2106,0,0,1,1,1,0,0,0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10721,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1959,1959,Hip,CompShg,HdBoard,HdBoard,Stone,243,Good,Typical,CBlock,Typical,Typical,No,Unf,0.0,Unf,0,1252,1252,GasA,Excellent,Y,SBrkr,1252,0,0,1252,0,0,1,0,3,1,Good,7,Typ,0,No_Fireplace,Detchd,Unf,2,528,Typical,Typical,Paved,0,39,0,0,0,0,No_Pool,No_Fence,None,0,10,2008,WD ,Normal,142000,-93.6219226,42.04186989999999,2008-10-01,49,49,1.0,1252.0,2504,39,0,1,1,1,0,0,1,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12493,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Average,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,PConc,Typical,Typical,No,ALQ,419.0,Rec,306,375,1100,GasA,Typical,Y,SBrkr,1100,0,0,1100,1,0,1,0,3,1,Typical,6,Typ,1,Poor,Attchd,RFn,1,312,Typical,Typical,Paved,355,0,0,0,0,0,No_Pool,Good_Wood,None,0,4,2008,WD ,Normal,141000,-93.621566,42.041172,2008-04-01,48,48,2.0,1825.0,2200,0,0,1,1,0,0,1,0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11332,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1960,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,528.0,Unf,0,590,1118,GasA,Excellent,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,1,264,Typical,Typical,Paved,290,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2008,WD ,Normal,153000,-93.622076,42.040296,2008-08-01,48,8,2.0,1646.0,2236,0,0,1,1,0,0,1,0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,6627,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Brookside,Feedr,Norm,OneFam,One_Story,Fair,Above_Average,1949,1950,Hip,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,No_Basement,No_Basement,No_Basement,No_Basement,0.0,No_Basement,0,0,0,Floor,Typical,N,SBrkr,720,0,0,720,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,Unf,1,287,Typical,Fair,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,72500,-93.628205,42.035582,2008-07-01,59,58,1.0,720.0,720,0,0,0,1,0,0,0,0,0
One_Story_1945_and_Older,Residential_Low_Density,56,4130,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_Story,Fair,Above_Average,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,CBlock,Typical,Typical,No,Unf,0.0,Unf,0,270,270,GasA,Good,Y,SBrkr,729,0,0,729,0,0,1,0,2,1,Typical,5,Maj2,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,52000,-93.62936,42.035571,2008-07-01,73,5,1.0,729.0,999,0,0,1,0,0,0,0,0,0
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,50,7420,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Brookside,Artery,Artery,TwoFmCon,One_and_Half_Unf,Average,Above_Average,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,BrkTil,Typical,Typical,No,GLQ,851.0,Unf,0,140,991,GasA,Excellent,Y,SBrkr,1077,0,0,1077,1,0,1,0,2,2,Typical,5,Typ,2,Typical,Attchd,RFn,1,205,Good,Typical,Paved,0,4,0,0,0,0,No_Pool,No_Fence,None,0,1,2008,WD ,Normal,118000,-93.627578,42.034563,2008-01-01,69,58,2.0,1928.0,2068,4,0,1,1,0,0,0,1,0
Two_Story_1945_and_Older,Residential_Low_Density,50,4882,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Inside,Mod,Brookside,RRAn,Feedr,OneFam,Two_Story,Below_Average,Good,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,PConc,Typical,Typical,No,Rec,120.0,Unf,0,228,348,GasA,Typical,Y,SBrkr,453,453,0,906,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Basment,Unf,1,231,Fair,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,87000,-93.628236,42.035741,2008-09-01,71,58,1.0,1026.0,1254,0,1,1,1,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203,Fair,Fair,CBlock,Typical,Typical,No,Rec,658.0,Unf,0,638,1296,GasA,Typical,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,450,Typical,Typical,Paved,0,22,0,0,0,0,No_Pool,Minimum_Privacy,None,0,2,2008,WD ,Normal,141500,-93.6285065,42.0380577,2008-02-01,48,48,2.0,2154.0,2792,22,0,1,1,1,0,0,1,0
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Average,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,280.0,Unf,0,752,1032,GasA,Typical,Y,FuseA,1032,220,0,1252,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,Unf,1,288,Typical,Typical,Paved,0,0,96,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Abnorml,119000,-93.622644,42.036178,2008-04-01,58,58,1.0,1532.0,2284,96,1,1,1,0,0,0,1,0
